№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя
1136988,Ухвала,07.02.2007,,Господарське,14/295,Київський міжобласний апеляційний господарський суд,Агрикова О.В.
1137039,Ухвала,07.02.2007,,Господарське,292/4-06,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1137076,Ухвала,07.02.2007,,Господарське,5/343,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1137089,Ухвала,07.02.2007,,Господарське,329/14-06,Київський міжобласний апеляційний господарський суд,Швець В.Ш.
1137137,Ухвала,07.02.2007,,Господарське,158/7-06,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1137141,Ухвала,07.02.2007,,Господарське,8/321,Київський міжобласний апеляційний господарський суд,Мостова Г.І.
1137142,Ухвала,07.02.2007,,Господарське,8/320,Київський міжобласний апеляційний господарський суд,Мостова Г.І.
1137269,Ухвала,07.02.2007,,Господарське,429/12-06,Київський міжобласний апеляційний господарський суд,Корсакова Г.В.
1164763,Ухвала,07.02.2007,,Господарське,13/4664а,Київський міжобласний апеляційний господарський суд,Швець В.Ш.
530192,Ухвала,07.02.2007,,Господарське,231/11б-05,Господарський суд Київської області,Мальована Л.Я.
530377,Постанова,07.02.2007,,Господарське,а11/010-07,Господарський суд Київської області,Мальована Л.Я.
1140513,Ухвала,07.02.2007,,Господарське,19/152,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1140516,Ухвала,07.02.2007,,Господарське,19/152,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1137088,Ухвала,07.02.2007,,Господарське,07/5168а,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1136995,Ухвала,07.02.2007,,Господарське,12/186-19/154-10/214,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1164746,Постанова,07.02.2007,,Господарське,01/1839,Київський міжобласний апеляційний господарський суд,Яковлєв М.Л.
1164774,Ухвала,07.02.2007,,Господарське,3/280,Київський міжобласний апеляційний господарський суд,Ільєнок Т.В.
1164775,Ухвала,07.02.2007,,Господарське,17/238,Київський міжобласний апеляційний господарський суд,Корсакова Г.В.
1137134,Постанова,07.02.2007,,Господарське,386/4-06,Київський міжобласний апеляційний господарський суд,Сибіга О.М.
1137136,Ухвала,07.02.2007,,Господарське,158/7-06,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1137189,Ухвала,07.02.2007,,Господарське,08/4930а,Київський міжобласний апеляційний господарський суд,Шкурдова Л.М.
1137236,Ухвала,07.02.2007,,Господарське,04/6035а,Київський міжобласний апеляційний господарський суд,Фаловська І.М.
1137248,Ухвала,07.02.2007,,Господарське,453/18-06,Київський міжобласний апеляційний господарський суд,Мостова Г.І.
1137262,Ухвала,07.02.2007,,Господарське,04/38адм,Київський міжобласний апеляційний господарський суд,Корсакова Г.В.
1137294,Ухвала,07.02.2007,,Господарське,19/167,Київський міжобласний апеляційний господарський суд,Шкурдова Л.М.
1137309,Ухвала,07.02.2007,,Господарське,302/16-2006,Київський міжобласний апеляційний господарський суд,Шкурдова Л.М.
1137314,Ухвала,07.02.2007,,Господарське,а339/9-06,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
479316,Ухвала,07.02.2007,,Господарське,124/7-05,Господарський суд Київської області,Попікова О.В.
479317,Ухвала,07.02.2007,,Господарське,580/7-06,Господарський суд Київської області,Попікова О.В.
479319,Ухвала,07.02.2007,,Господарське,616/7-06,Господарський суд Київської області,Попікова О.В.
530219,Ухвала,07.02.2007,,Господарське,234/2б-2006/11,Господарський суд Київської області,Мальована Л.Я.
530486,Ухвала,07.02.2007,,Господарське,11/009-07,Господарський суд Київської області,Мальована Л.Я.
552723,Ухвала,07.02.2007,,Господарське,154/17-04,Господарський суд Київської області,Суховий В.Г.
552740,Ухвала,07.02.2007,,Господарське,409/17-06,Господарський суд Київської області,Суховий В.Г.
889344,Рішення,07.02.2007,,Господарське,376/17-06,Господарський суд Київської області,Суховий В.Г.
889345,Рішення,07.02.2007,,Господарське,375/17-06,Господарський суд Київської області,Суховий В.Г.
889474,Ухвала,07.02.2007,,Господарське,408/17-06,Господарський суд Київської області,Суховий В.Г.
889494,Ухвала,07.02.2007,,Господарське,410/17-06,Господарський суд Київської області,Суховий В.Г.
1136987,Ухвала,07.02.2007,,Господарське,14/295,Київський міжобласний апеляційний господарський суд,Агрикова О.В.
1136989,Ухвала,07.02.2007,,Господарське,14/295,Київський міжобласний апеляційний господарський суд,Агрикова О.В.
1137107,Ухвала,07.02.2007,,Господарське,17/143,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1164764,Ухвала,07.02.2007,,Господарське,5/217,Київський міжобласний апеляційний господарський суд,Шкурдова Л.М.
1164785,Ухвала,07.02.2007,,Господарське,364/13-06,Київський міжобласний апеляційний господарський суд,Мостова Г.І.
1137188,Ухвала,07.02.2007,,Господарське,08/4930а,Київський міжобласний апеляційний господарський суд,Шкурдова Л.М.
1137358,Ухвала,07.02.2007,,Господарське,336/11-06,Київський міжобласний апеляційний господарський суд,Ільєнок Т.В.
530429,Рішення,07.02.2007,,Господарське,11/004-07,Господарський суд Київської області,Мальована Л.Я.
530450,Рішення,07.02.2007,,Господарське,11/008-07,Господарський суд Київської області,Мальована Л.Я.
889504,Рішення,07.02.2007,,Господарське,407/17-06,Господарський суд Київської області,Суховий В.Г.
530198,Рішення,07.02.2007,,Господарське,64/11-06,Господарський суд Київської області,Мальована Л.Я.
1137351,Ухвала,07.02.2007,,Господарське,453/18-06,Київський міжобласний апеляційний господарський суд,Мостова Г.І.
500971,Рішення,07.02.2007,,Цивільне,2-98/2007,Славутицький міський суд Київської області,Теремецька Н.Ф.
601477,Рішення,07.02.2007,,Цивільне,2-0-50/2007р.,Києво-Святошинський районний суд Київської області,Дубас Т.В.
552442,Рішення,07.02.2007,,Цивільне,2-157/06,Києво-Святошинський районний суд Київської області,Медвідь Н.О.
609622,Вирок,07.02.2007,,Кримінальне,1-10/2007р,Тетіївський районний суд Київської області,
707779,Рішення,07.02.2007,,Цивільне,2-25/2007р,Миронівський районний суд Київської області,Пархоменко В.М.
638474,Ухвала,07.02.2007,,Цивільне,2-57/07,Фастівський міськрайонний суд Київської області,Лаврік В.В.
646273,Ухвала,07.02.2007,,Кримінальне,11-1322007р.,Апеляційний суд Київської області,
574411,Рішення,07.02.2007,,Цивільне,2-254/2007р.,Ірпінський міський суд Київської області,Кафтанов В.В.
592328,Рішення,07.02.2007,,Цивільне,2-о-29/07,Бориспільський міськрайонний суд Київської області,Корнієць М.І.
585048,Ухвала,07.02.2007,,Цивільне,2-2884/2006р.,Бориспільський міськрайонний суд Київської області,Криворучко І.В.
657630,Рішення,07.02.2007,,Цивільне,2-0-5/07,Рокитнянський районний суд Київської області,Литвин О.В.
657618,Рішення,07.02.2007,,Цивільне,2-123/2007,Рокитнянський районний суд Київської області,Литвин О.В.
1387625,Постанова,07.02.2007,,Адміністративне,4/«а»-1088/2007,Вишгородський районний суд Київської області,Заріцький С.М.
822365,Рішення,07.02.2007,,Цивільне,2-47/2007р.,Березанський міський суд Київської області,Голік Г.К.
1183184,Рішення,07.02.2007,,Цивільне,2-36/2007,Ставищенський районний суд Київської області,Марущак Н.М.
1501745,Ухвала,07.02.2007,,Адміністративне,2-а-9/2007,Тетіївський районний суд Київської області,Лісовенко П.І.
1137044,Ухвала,07.02.2007,,Господарське,3/206,Київський міжобласний апеляційний господарський суд,Гаврилюк О.М.
1137049,Постанова,07.02.2007,,Господарське,13/4287а,Київський міжобласний апеляційний господарський суд,Гаврилюк О.М.
2893703,Рішення,07.02.2007,,Цивільне,2-47/07,Славутицький міський суд Київської області,Малишенко Т.О.
2454368,Рішення,07.02.2007,,Цивільне,2-148/2007,Обухівський районний суд Київської області,Соловйова Н.М.
574410,Ухвала,07.02.2007,,Цивільне,2-о5\07,Ірпінський міський суд Київської області,Оладько С.І.
574412,Рішення,07.02.2007,,Цивільне,2-252/2007р.,Ірпінський міський суд Київської області,Кафтанов В.В.
657559,Рішення,07.02.2007,,Цивільне,2-117/2007,Рокитнянський районний суд Київської області,Литвин О.В.
656212,Рішення,07.02.2007,,Цивільне,2-44/07,Яготинський районний суд Київської області,Карпович В.Д.
871459,Ухвала,07.02.2007,,Цивільне,2-309/07,Макарівський районний суд Київської області,Тюхтій П.М.
646287,Ухвала,07.02.2007,,Кримінальне,11-1272007р.,Апеляційний суд Київської області,
638341,Рішення,07.02.2007,,Цивільне,2-310/2007р.,Фастівський міськрайонний суд Київської області,Івасишин В.П.
657623,Рішення,07.02.2007,,Цивільне,2-55/2007,Рокитнянський районний суд Київської області,Литвин О.В.
970762,Ухвала,07.02.2007,,Цивільне,3/2-160за2007рік,Вишгородський районний суд Київської області,Толкачова Л.А.
500962,Рішення,07.02.2007,,Цивільне,2-134/2007р.,Славутицький міський суд Київської області,Теремецька Н.Ф.
871545,Рішення,07.02.2007,,Цивільне,2-499за2007рік.,Макарівський районний суд Київської області,Шатковський С.В.
2328756,Рішення,07.02.2007,,Цивільне,2-353/2007,Фастівський міськрайонний суд Київської області,Березовенко Р.В.
822215,Вирок,07.02.2007,,Кримінальне,1-5/07року,Березанський міський суд Київської області,
548574,Постанова,07.02.2007,,Кримінальне,5-11/2007р.,Сквирський районний суд Київської області,
850960,Рішення,07.02.2007,,Цивільне,2-37/2007р.,Таращанський районний суд Київської області,Бабоїд О.М.
609664,Постанова,07.02.2007,,Кримінальне,4-13/2007року,Згурівський районний суд Київської області,
1016004,Ухвала,07.02.2007,,Кримінальне,11-1222007р.,Апеляційний суд Київської області,
2465754,Вирок,07.02.2007,,Кримінальне,1-37/2007,Обухівський районний суд Київської області,
903705,Вирок,07.02.2007,,Кримінальне,1-47за2007рік.,Макарівський районний суд Київської області,
668191,Рішення,07.02.2007,,Цивільне,2-121/2007р.,Бориспільський міськрайонний суд Київської області,Мартинов Є.О.
2267523,Рішення,07.02.2007,,Цивільне,,Миронівський районний суд Київської області,Пархоменко В.М.
657686,Рішення,07.02.2007,,Цивільне,2-118/2007,Рокитнянський районний суд Київської області,Литвин О.В.
595450,Рішення,07.02.2007,,Цивільне,2-44/07,Яготинський районний суд Київської області,Карпович В.Д.
657608,Рішення,07.02.2007,,Цивільне,2-120/2007,Рокитнянський районний суд Київської області,Литвин О.В.
698522,Ухвала,07.02.2007,,Кримінальне,11-108/2007рік,Апеляційний суд Київської області,
850860,Рішення,07.02.2007,,Цивільне,2-140-2007р.,Бородянський районний суд Київської області,Гумбатов В.А.
903707,Вирок,07.02.2007,,Кримінальне,1-49/07,Макарівський районний суд Київської області,
601455,Рішення,07.02.2007,,Цивільне,2-3456/07,Києво-Святошинський районний суд Київської області,Лисенко В.В.
707751,Рішення,07.02.2007,,Цивільне,"2-0-2,2007р.",Володарський районний суд Київської області,Ярмоленко Г.Л.
638337,Рішення,07.02.2007,,Цивільне,2-280/07,Фастівський міськрайонний суд Київської області,Лаврік В.В.
1137078,Постанова,07.02.2007,,Господарське,13/4287а,Київський міжобласний апеляційний господарський суд,Гаврилюк О.М.
548688,Рішення,07.02.2007,,Цивільне,2-315/07,Києво-Святошинський районний суд Київської області,Медвідь Н.О.
1137110,Ухвала,07.02.2007,,Господарське,393/18-06,Київський міжобласний апеляційний господарський суд,Гаврилюк О.М.
637138,Рішення,07.02.2007,,Цивільне,2-1042007рік,Баришівський районний суд Київської області,Лисюк О.Д.
646274,Ухвала,07.02.2007,,Кримінальне,11-129/2007,Апеляційний суд Київської області,
846308,Вирок,07.02.2007,,Кримінальне,1-8-2007,Бородянський районний суд Київської області,
592336,Ухвала,07.02.2007,,Цивільне,2-2/2007р.,Бориспільський міськрайонний суд Київської області,Саган В.М.
646271,Ухвала,07.02.2007,,Кримінальне,11-133/2007,Апеляційний суд Київської області,
1011504,Ухвала,07.02.2007,,Адміністративне,"2""а""-1088",Вишгородський районний суд Київської області,Заріцький С.М.
548689,Рішення,07.02.2007,,Цивільне,2-513/07,Києво-Святошинський районний суд Київської області,Медвідь Н.О.
1137271,Ухвала,07.02.2007,,Господарське,393/3-06,Київський міжобласний апеляційний господарський суд,Фаловська І.М.
638425,Рішення,07.02.2007,,Цивільне,2-83/2007р.,Фастівський міськрайонний суд Київської області,Івасишин В.П.
552451,Рішення,07.02.2007,,Цивільне,2-432/2007,Києво-Святошинський районний суд Київської області,Дубас Т.В.
607310,Судовий наказ,07.02.2007,,Цивільне,2-н-4/07,Згурівський районний суд Київської області,Денисенко Н.О.
805844,Рішення,07.02.2007,,Цивільне,2-1292007,Баришівський районний суд Київської області,Коваленко К.В.
1557707,Рішення,07.02.2007,,Цивільне,"7/2""о""-125/2008",Вишгородський районний суд Київської області,Чірков Г.Є.
548575,Постанова,07.02.2007,,Кримінальне,5-10/2007р.,Сквирський районний суд Київської області,
607226,Постанова,07.02.2007,,Адміністративне,5-11/2007р.,Володарський районний суд Київської області,Ткаченко О.В.
871562,Рішення,07.02.2007,,Цивільне,2-26за2007рік.,Макарівський районний суд Київської області,Шатковський С.В.
650889,Ухвала,07.02.2007,,Кримінальне,11-1262007р.,Апеляційний суд Київської області,
2454374,Рішення,07.02.2007,,Цивільне,2-209/2007,Обухівський районний суд Київської області,Кулініченко Г.В.
903694,Вирок,07.02.2007,,Кримінальне,1-22за2007рік.,Макарівський районний суд Київської області,
846304,Вирок,07.02.2007,,Кримінальне,1-45/07,Бородянський районний суд Київської області,
1164790,Ухвала,07.02.2007,,Господарське,13/5866а,Київський міжобласний апеляційний господарський суд,Гаврилюк О.М.
552437,Рішення,07.02.2007,,Цивільне,2-666/07,Києво-Святошинський районний суд Київської області,Медвідь Н.О.
578434,Ухвала,07.02.2007,,Цивільне,2-429/2007р.,Ірпінський міський суд Київської області,Савченко С.І.
646284,Ухвала,07.02.2007,,Кримінальне,11-1282006р.,Апеляційний суд Київської області,
846301,Вирок,07.02.2007,,Кримінальне,1-40/07,Бородянський районний суд Київської області,
646336,Постанова,07.02.2007,,Кримінальне,10п-10-2007,Апеляційний суд Київської області,
657603,Рішення,07.02.2007,,Цивільне,2-124/2007,Рокитнянський районний суд Київської області,Литвин О.В.
2267522,Рішення,07.02.2007,,Цивільне,,Миронівський районний суд Київської області,Пархоменко В.М.
845037,Рішення,07.02.2007,,Цивільне,2-73/2007р.,Таращанський районний суд Київської області,Бойко М.Г.
548573,Постанова,07.02.2007,,Кримінальне,5-12/2007р.,Сквирський районний суд Київської області,
574409,Рішення,07.02.2007,,Цивільне,2-221/07,Ірпінський міський суд Київської області,Кісілевич П.І.
1137171,Ухвала,07.02.2007,,Господарське,406/12-06,Київський міжобласний апеляційний господарський суд,Гаврилюк О.М.
750198,Рішення,07.02.2007,,Цивільне,2-104/07р.,Богуславський районний суд Київської області,Чумаченко О.В.
548576,Постанова,07.02.2007,,Кримінальне,5-9/2007р.,Сквирський районний суд Київської області,
1137272,Ухвала,07.02.2007,,Господарське,394/3-06,Київський міжобласний апеляційний господарський суд,Фаловська І.М.
1137102,Постанова,07.02.2007,,Господарське,9/27-06,Київський міжобласний апеляційний господарський суд,Гаврилюк О.М.
578432,Рішення,07.02.2007,,Цивільне,2-428/2007р.,Ірпінський міський суд Київської області,Савченко С.І.
603661,Постанова,07.02.2007,,Кримінальне,1-17/1-21/2007року,Богуславський районний суд Київської області,
585055,Рішення,07.02.2007,,Цивільне,2-167/2007р.,Бориспільський міськрайонний суд Київської області,Мартинов Є.О.
578431,Рішення,07.02.2007,,Цивільне,2-341/07,Ірпінський міський суд Київської області,Саранюк Л.Л.
845036,Рішення,07.02.2007,,Цивільне,2-72/2007р.,Таращанський районний суд Київської області,Бойко М.Г.
851215,Рішення,07.02.2007,,Цивільне,2-715/2007,Києво-Святошинський районний суд Київської області,Дубас Т.В.
2863851,Ухвала,07.02.2007,,Цивільне,2-73/2007,Славутицький міський суд Київської області,Малишенко Т.О.
1137342,Ухвала,07.02.2007,,Господарське,11/5268а,Київський міжобласний апеляційний господарський суд,Шевченко В.Ю.
1137384,Ухвала,07.02.2007,,Господарське,07/5926а,Київський міжобласний апеляційний господарський суд,Шевченко В.Ю.
542816,Постанова,07.02.2007,,Кримінальне,1-14/2007,Яготинський районний суд Київської області,
2465739,Постанова,07.02.2007,,Кримінальне,1-15/2007,Обухівський районний суд Київської області,
1067433,Ухвала,08.02.2007,,Господарське,5/3-2002,Господарський суд Київської області,Подоляк Ю.В.
1067439,Ухвала,08.02.2007,,Господарське,169/14-02,Господарський суд Київської області,Короткевич О.Є.
1137158,Ухвала,08.02.2007,,Господарське,17/190,Київський міжобласний апеляційний господарський суд,Корсакова Г.В.
1137246,Ухвала,08.02.2007,,Господарське,08/5017а,Київський міжобласний апеляційний господарський суд,Міщенко П.К.
1137282,Ухвала,08.02.2007,,Господарське,08/3985а,Київський міжобласний апеляційний господарський суд,Міщенко П.К.
1137307,Ухвала,08.02.2007,,Господарське,14/487,Київський міжобласний апеляційний господарський суд,Міщенко П.К.
1137318,Ухвала,08.02.2007,,Господарське,532/7-06,Київський міжобласний апеляційний господарський суд,Міщенко П.К.
523385,Ухвала,08.02.2007,,Господарське,3/012-07,Господарський суд Київської області,Коротун О.М.
530304,Рішення,08.02.2007,,Господарське,233/5-06,Господарський суд Київської області,Подоляк Ю.В.
530305,Рішення,08.02.2007,,Господарське,234/5-06,Господарський суд Київської області,Подоляк Ю.В.
530307,Ухвала,08.02.2007,,Господарське,234/5-06,Господарський суд Київської області,Подоляк Ю.В.
1137090,Постанова,08.02.2007,,Господарське,07/3594а,Київський міжобласний апеляційний господарський суд,Яковлєв М.Л.
1164752,Ухвала,08.02.2007,,Господарське,11/4373,Київський міжобласний апеляційний господарський суд,Міщенко П.К.
1137223,Ухвала,08.02.2007,,Господарське,07/4960а,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1137293,Ухвала,08.02.2007,,Господарське,14/486,Київський міжобласний апеляційний господарський суд,Міщенко П.К.
1243485,Рішення,08.02.2007,,Господарське,242/10-06,Господарський суд Київської області,Рябцева О.О.
523246,Ухвала,08.02.2007,,Господарське,502/3а-06,Господарський суд Київської області,Коротун О.М.
523281,Ухвала,08.02.2007,,Господарське,500/3-06,Господарський суд Київської області,Коротун О.М.
530290,Рішення,08.02.2007,,Господарське,399/19-06,Господарський суд Київської області,Карпечкін Т.П.
530309,Ухвала,08.02.2007,,Господарське,233/5-06,Господарський суд Київської області,Подоляк Ю.В.
530362,Ухвала,08.02.2007,,Господарське,247/5-06,Господарський суд Київської області,Подоляк Ю.В.
753409,Ухвала,08.02.2007,,Господарське,15/043-07,Господарський суд Київської області,Рябцева О.О.
753435,Ухвала,08.02.2007,,Господарське,15/040-07,Господарський суд Київської області,Рябцева О.О.
865157,Ухвала,08.02.2007,,Господарське,13/077-07,Господарський суд Київської області,Наріжний С.Ю.
889352,Ухвала,08.02.2007,,Господарське,395/14б-06,Господарський суд Київської області,Короткевич О.Є.
889355,Ухвала,08.02.2007,,Господарське,394/14б-06,Господарський суд Київської області,Короткевич О.Є.
889369,Ухвала,08.02.2007,,Господарське,396/14б-06,Господарський суд Київської області,Короткевич О.Є.
889370,Ухвала,08.02.2007,,Господарське,397/14б-06,Господарський суд Київської області,Короткевич О.Є.
889401,Ухвала,08.02.2007,,Господарське,399/14б-06,Господарський суд Київської області,Короткевич О.Є.
889441,Ухвала,08.02.2007,,Господарське,415/14б-06,Господарський суд Київської області,Короткевич О.Є.
867757,Рішення,08.02.2007,,Господарське,404/19-06,Господарський суд Київської області,Карпечкін Т.П.
753433,Ухвала,08.02.2007,,Господарське,15/042-07,Господарський суд Київської області,Рябцева О.О.
753436,Ухвала,08.02.2007,,Господарське,15/038-07,Господарський суд Київської області,Рябцева О.О.
753437,Ухвала,08.02.2007,,Господарське,15/037-07,Господарський суд Київської області,Рябцева О.О.
889372,Ухвала,08.02.2007,,Господарське,398/14б-06,Господарський суд Київської області,Короткевич О.Є.
1137138,Ухвала,08.02.2007,,Господарське,158/7-06,Київський міжобласний апеляційний господарський суд,Ткаченко Б.О.
1140395,Ухвала,08.02.2007,,Господарське,03/4147а,Київський міжобласний апеляційний господарський суд,Міщенко П.К.
1164783,Ухвала,08.02.2007,,Господарське,3/263,Київський міжобласний апеляційний господарський суд,Корсакова Г.В.
530233,Ухвала,08.02.2007,,Господарське,395/3-06,Господарський суд Київської області,Коротун О.М.
523346,Ухвала,08.02.2007,,Господарське,а3/016-07,Господарський суд Київської області,Коротун О.М.
639131,Ухвала,08.02.2007,,Господарське,б14/030-07,Господарський суд Київської області,Короткевич О.Є.
753434,Ухвала,08.02.2007,,Господарське,15/041-07,Господарський суд Київської області,Рябцева О.О.
753438,Ухвала,08.02.2007,,Господарське,15/036-07,Господарський суд Київської області,Рябцева О.О.
719936,Ухвала,08.02.2007,,Господарське,57/14-06,Господарський суд Київської області,Короткевич О.Є.
883304,Ухвала,08.02.2007,,Господарське,414/14б-06,Господарський суд Київської області,Короткевич О.Є.
500992,Ухвала,08.02.2007,,Цивільне,2-80/2007,Славутицький міський суд Київської області,Теремецька Н.Ф.
547171,Рішення,08.02.2007,,Цивільне,2-0-6/2007р.,Сквирський районний суд Київської області,Ярошенко С.М.
601497,Ухвала,08.02.2007,,Цивільне,2-24/2007р.,Ірпінський міський суд Київської області,Кашперська Т.Ц.
530567,Ухвала,08.02.2007,,Господарське,3/060-07,Господарський суд Київської області,Коротун О.М.
607227,Постанова,08.02.2007,,Кримінальне,5-13/2007р.,Володарський районний суд Київської області,
607311,Вирок,08.02.2007,,Кримінальне,1-14/07,Згурівський районний суд Київської області,
523230,Ухвала,08.02.2007,,Господарське,433/3-06,Господарський суд Київської області,Коротун О.М.
789060,Рішення,08.02.2007,,Цивільне,22ц-3911,Апеляційний суд Київської області,Даценко Л.М.
789105,Ухвала,08.02.2007,,Цивільне,22-ц-3017.,Апеляційний суд Київської області,Суханова Є.М.
742406,Ухвала,08.02.2007,,Цивільне,22-ц-36322006р.,Апеляційний суд Київської області,Хопта С.Ф.
851030,Рішення,08.02.2007,,Цивільне,2-182-2007,Бородянський районний суд Київської області,Додатко В.Д.
871528,Рішення,08.02.2007,,Цивільне,2-171/07р.,Макарівський районний суд Київської області,Устимчук М.Ю.
574417,Рішення,08.02.2007,,Цивільне,2-415/07,Ірпінський міський суд Київської області,Саранюк Л.Л.
638489,Рішення,08.02.2007,,Цивільне,2-169/07,Фастівський міськрайонний суд Київської області,Борисова Л.Б.
702580,Ухвала,08.02.2007,,Цивільне,22ц-36872006,Апеляційний суд Київської області,Хопта С.Ф.
574413,Ухвала,08.02.2007,,Цивільне,2-231\07,Ірпінський міський суд Київської області,Оладько С.І.
574414,Ухвала,08.02.2007,,Цивільне,2-236\07,Ірпінський міський суд Київської області,Оладько С.І.
592296,Постанова,08.02.2007,,Адміністративне,2а-156/2007,Бориспільський міськрайонний суд Київської області,Муранова І.В.
749563,Постанова,08.02.2007,,Адміністративне,4/а-89/07,Вишгородський районний суд Київської області,Заріцький С.М.
968018,Рішення,08.02.2007,,Цивільне,2/2-2268-07р.,Вишгородський районний суд Київської області,Купрієнко С.І.
871566,Ухвала,08.02.2007,,Цивільне,2-202/07,Макарівський районний суд Київської області,Тюхтій П.М.
1386592,Рішення,08.02.2007,,Цивільне,3/2-828/2007,Вишгородський районний суд Київської області,Толкачова Л.А.
2863852,Рішення,08.02.2007,,Цивільне,2-112/2007,Славутицький міський суд Київської області,Малишенко Т.О.
844829,Рішення,08.02.2007,,Цивільне,2-936/2007рік,Києво-Святошинський районний суд Київської області,Дубас Т.В.
808969,Ухвала,08.02.2007,,Цивільне,22-ц-497,Апеляційний суд Київської області,Суханова Є.М.
1338524,Рішення,08.02.2007,,Цивільне,2-145/2007,Баришівський районний суд Київської області,Лисюк О.Д.
871510,Рішення,08.02.2007,,Цивільне,2-4502007р.,Макарівський районний суд Київської області,Устимчук М.Ю.
615864,Рішення,08.02.2007,,Цивільне,2-186/2007,Ірпінський міський суд Київської області,Кашперська Т.Ц.
509096,Рішення,08.02.2007,,Господарське,3/010-07,Господарський суд Київської області,Коротун О.М.
509094,Рішення,08.02.2007,,Господарське,3/011-07,Господарський суд Київської області,Коротун О.М.
523260,Постанова,08.02.2007,,Господарське,а352/9-06,Господарський суд Київської області,Євграфова Є.П.
552443,Вирок,08.02.2007,,Кримінальне,1-93/07,Києво-Святошинський районний суд Київської області,
657581,Вирок,08.02.2007,,Кримінальне,1-20/2007,Рокитнянський районний суд Київської області,
646335,Постанова,08.02.2007,,Кримінальне,10п-11-2007,Апеляційний суд Київської області,
1281150,Ухвала,08.02.2007,,Адміністративне,22а-1356/2006,Апеляційний суд Київської області,Юровська Г.В.
750242,Ухвала,08.02.2007,,Цивільне,3/2-637за2007рік,Вишгородський районний суд Київської області,Толкачова Л.А.
789055,Ухвала,08.02.2007,,Адміністративне,22а-433,Апеляційний суд Київської області,Касьяненко Л.І.
809038,Ухвала,08.02.2007,,Цивільне,22ц-522,Апеляційний суд Київської області,Юровська Г.В.
525884,Ухвала,08.02.2007,,Господарське,3/013-07,Господарський суд Київської області,Коротун О.М.
2454373,Судовий наказ,08.02.2007,,Цивільне,2-н-25/2007,Обухівський районний суд Київської області,Ковальов Ю.О.
2454371,Судовий наказ,08.02.2007,,Цивільне,2-н-21/2007,Обухівський районний суд Київської області,Ковальов Ю.О.
530646,Ухвала,08.02.2007,,Господарське,3/059-07,Господарський суд Київської області,Коротун О.М.
479315,Ухвала,08.02.2007,,Господарське,21/165-1/17-2001/5/9-06,Господарський суд Київської області,Євграфова Є.П.
574416,Вирок,08.02.2007,,Кримінальне,1-51/2007р.,Ірпінський міський суд Київської області,
668234,Ухвала,08.02.2007,,Адміністративне,2-а-274/2007р.,Бориспільський міськрайонний суд Київської області,Саган В.М.
742362,Рішення,08.02.2007,,Цивільне,3449,Апеляційний суд Київської області,Хопта С.Ф.
2454366,Судовий наказ,08.02.2007,,Цивільне,2-н-24/2007,Обухівський районний суд Київської області,Ковальов Ю.О.
609644,Рішення,08.02.2007,,Цивільне,2-0-13\07,Тетіївський районний суд Київської області,Архангельський А.М.
668235,Ухвала,08.02.2007,,Адміністративне,2-а-266/2007р.,Бориспільський міськрайонний суд Київської області,Саган В.М.
808702,Ухвала,08.02.2007,,Адміністративне,22-а-208,Апеляційний суд Київської області,Суханова Є.М.
592297,Постанова,08.02.2007,,Адміністративне,2а-160/2007,Бориспільський міськрайонний суд Київської області,Муранова І.В.
585049,Ухвала,08.02.2007,,Цивільне,2-413/2007р.,Бориспільський міськрайонний суд Київської області,Криворучко І.В.
530662,Ухвала,08.02.2007,,Господарське,а3/054-07,Господарський суд Київської області,Коротун О.М.
595459,Ухвала,08.02.2007,,Цивільне,2-28/2007,Яготинський районний суд Київської області,Литвин Л.І.
601465,Рішення,08.02.2007,,Цивільне,2-307/07,Києво-Святошинський районний суд Київської області,Медвідь Н.О.
871567,Рішення,08.02.2007,,Цивільне,2-414/07,Макарівський районний суд Київської області,Тюхтій П.М.
757722,Рішення,08.02.2007,,Цивільне,2-157/2007року,Богуславський районний суд Київської області,Якутюк В.С.
757720,Постанова,08.02.2007,,Кримінальне,5-2/2007року,Богуславський районний суд Київської області,
592327,Рішення,08.02.2007,,Цивільне,2-2614/06,Бориспільський міськрайонний суд Київської області,Корнієць М.І.
638466,Рішення,08.02.2007,,Цивільне,2-271/07року,Фастівський міськрайонний суд Київської області,Остахнович А.В.
638256,Рішення,08.02.2007,,Цивільне,2-311/07,Фастівський міськрайонний суд Київської області,Борисова Л.Б.
850905,Вирок,08.02.2007,,Кримінальне,1-48/07,Бородянський районний суд Київської області,
844831,Рішення,08.02.2007,,Цивільне,2-936/2007рік,Києво-Святошинський районний суд Київської області,Дубас Т.В.
