№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя
12278027,Постанова,15.10.2007,,Адміністративне,2а458/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12277709,Постанова,15.10.2007,,Адміністративне,2а-844/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12277711,Постанова,15.10.2007,,Адміністративне,2-а842/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12278028,Постанова,15.10.2007,,Адміністративне,2-а642/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12277694,Постанова,15.10.2007,,Адміністративне,2а-1296/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12277703,Постанова,15.10.2007,,Адміністративне,2а-1098/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12277704,Постанова,15.10.2007,,Адміністративне,2а-841/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12277706,Постанова,15.10.2007,,Адміністративне,2а-849/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12277707,Постанова,15.10.2007,,Адміністративне,2-а843/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12277689,Постанова,15.10.2007,,Адміністративне,2а-837/2007,Баришівський районний суд Київської області,Лисюк О.Д.
